Source IP,Source Port,Destination IP,Destination Port,Protocol,TTL,Length,Packet Type,TCP Flags
127.0.0.1,43777,127.0.0.1,13,TCP,55,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1042,TCP,41,44,TCP,SYN
127.0.0.1,1042,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,1434,TCP,58,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,90,TCP,45,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,146,TCP,50,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,146,TCP,50,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,3546,TCP,53,44,TCP,SYN
127.0.0.1,3546,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,1700,TCP,58,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,51103,TCP,50,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,51103,TCP,50,44,TCP,SYN
127.0.0.1,51103,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,51103,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,3476,TCP,48,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,3476,TCP,48,44,TCP,SYN
127.0.0.1,3476,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,3476,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,55555,TCP,38,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,55555,TCP,38,44,TCP,SYN
127.0.0.1,55555,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,55555,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,6005,TCP,46,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,6005,TCP,46,44,TCP,SYN
127.0.0.1,6005,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,6005,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,12345,TCP,38,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,12345,TCP,38,44,TCP,SYN
127.0.0.1,12345,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,12345,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,9503,TCP,59,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,9503,TCP,59,44,TCP,SYN
127.0.0.1,9503,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,9503,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,9099,TCP,42,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,9099,TCP,42,44,TCP,SYN
127.0.0.1,9099,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,9099,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,2602,TCP,55,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,2602,TCP,55,44,TCP,SYN
127.0.0.1,2602,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,2602,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,8009,TCP,57,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,8009,TCP,57,44,TCP,SYN
127.0.0.1,8009,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,8009,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,9101,TCP,40,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,9101,TCP,40,44,TCP,SYN
127.0.0.1,9101,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,9101,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,900,TCP,52,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,900,TCP,52,44,TCP,SYN
127.0.0.1,900,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,900,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,52848,TCP,59,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,52848,TCP,59,44,TCP,SYN
127.0.0.1,52848,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,52848,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,6101,TCP,40,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,6101,TCP,40,44,TCP,SYN
127.0.0.1,6101,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,6101,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,13783,TCP,46,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,13783,TCP,46,44,TCP,SYN
127.0.0.1,13783,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,13783,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,57797,TCP,44,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,57797,TCP,44,44,TCP,SYN
127.0.0.1,57797,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,57797,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,16016,TCP,40,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,16016,TCP,40,44,TCP,SYN
127.0.0.1,16016,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,16016,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,8007,TCP,48,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,8007,TCP,48,44,TCP,SYN
127.0.0.1,8007,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,8007,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,5904,TCP,42,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,5904,TCP,42,44,TCP,SYN
127.0.0.1,5904,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,5904,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,30951,TCP,53,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,30951,TCP,53,44,TCP,SYN
127.0.0.1,30951,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,30951,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,544,TCP,40,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,544,TCP,40,44,TCP,SYN
127.0.0.1,544,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,544,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,1503,TCP,42,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1503,TCP,42,44,TCP,SYN
127.0.0.1,1503,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,1503,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,27355,TCP,58,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,27355,TCP,58,44,TCP,SYN
127.0.0.1,27355,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,27355,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,44501,TCP,46,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,44501,TCP,46,44,TCP,SYN
127.0.0.1,44501,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,44501,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,683,TCP,48,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,683,TCP,48,44,TCP,SYN
127.0.0.1,683,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,683,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,1217,TCP,55,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1217,TCP,55,44,TCP,SYN
127.0.0.1,1217,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,1217,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,3580,TCP,43,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,3580,TCP,43,44,TCP,SYN
127.0.0.1,3580,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,3580,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,700,TCP,37,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,700,TCP,37,44,TCP,SYN
127.0.0.1,700,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,700,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,4129,TCP,45,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,4129,TCP,45,44,TCP,SYN
127.0.0.1,4129,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,1169,TCP,55,44,TCP,SYN
127.0.0.1,1169,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,6692,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,2065,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,593,TCP,39,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,901,TCP,43,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,2105,TCP,41,44,TCP,SYN
127.0.0.1,2105,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,144,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,2492,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,6510,TCP,41,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,79,TCP,49,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,8084,TCP,48,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,2382,TCP,51,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,787,TCP,44,44,TCP,SYN
127.0.0.1,787,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,3372,TCP,52,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,4006,TCP,45,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,19283,TCP,41,44,TCP,SYN
127.0.0.1,19283,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,5910,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,280,TCP,56,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,10024,TCP,56,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1717,TCP,44,44,TCP,SYN
127.0.0.1,1717,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,9898,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,89,TCP,52,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,541,TCP,49,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,541,TCP,49,44,TCP,SYN
127.0.0.1,541,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,541,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,3826,TCP,44,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,3826,TCP,44,44,TCP,SYN
127.0.0.1,3826,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,3826,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,83,TCP,57,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,83,TCP,57,44,TCP,SYN
127.0.0.1,83,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,83,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,1063,TCP,59,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1063,TCP,59,44,TCP,SYN
127.0.0.1,1063,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,1063,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,7778,TCP,42,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,7778,TCP,42,44,TCP,SYN
127.0.0.1,7778,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,2196,TCP,53,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,990,TCP,37,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,3918,TCP,50,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,2288,TCP,39,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,9878,TCP,39,44,TCP,SYN
127.0.0.1,3006,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,1111,TCP,45,44,TCP,SYN
127.0.0.1,15002,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,6699,TCP,50,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,211,TCP,39,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,3301,TCP,57,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1110,TCP,48,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1071,TCP,42,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,5221,TCP,55,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,163,TCP,54,44,TCP,SYN
127.0.0.1,65129,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,5000,TCP,41,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1053,TCP,54,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1201,TCP,42,44,TCP,SYN
127.0.0.1,1309,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,7025,TCP,54,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,31038,TCP,47,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,7100,TCP,56,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,3659,TCP,42,44,TCP,SYN
127.0.0.1,1443,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,11967,TCP,52,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,2710,TCP,43,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,3371,TCP,43,44,TCP,SYN
127.0.0.1,7106,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,903,TCP,49,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,903,TCP,49,44,TCP,SYN
127.0.0.1,903,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,903,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,6669,TCP,37,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,6669,TCP,37,44,TCP,SYN
127.0.0.1,6669,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,6669,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,6565,TCP,47,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,6565,TCP,47,44,TCP,SYN
127.0.0.1,6565,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,6565,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,9917,TCP,51,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,9917,TCP,51,44,TCP,SYN
127.0.0.1,9917,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,9917,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,1030,TCP,40,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1030,TCP,40,44,TCP,SYN
127.0.0.1,1030,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,1030,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,5050,TCP,43,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,5050,TCP,43,44,TCP,SYN
127.0.0.1,5050,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,44442,TCP,40,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,2811,TCP,47,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,7001,TCP,48,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,4224,TCP,44,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,8090,TCP,38,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,1805,TCP,55,44,TCP,SYN
127.0.0.1,911,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,27715,TCP,38,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,9100,TCP,56,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,60443,TCP,58,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,646,TCP,38,44,TCP,SYN
127.0.0.1,43777,127.0.0.1,2144,TCP,53,44,TCP,SYN
127.0.0.1,5902,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,19350,TCP,40,44,TCP,SYN
127.0.0.1,3005,127.0.0.1,43777,TCP,64,40,TCP,"RST,ACK"
127.0.0.1,43777,127.0.0.1,4001,TCP,45,44,TCP,SYN
192.168.163.1,138,192.168.163.255,138,UDP,128,229,UDP,
